title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
Underworld,"Action & Adventure, Horror, Science Fiction & Fantasy",Len Wiseman,"Danny McBride (IV), Len Wiseman, Kevin Grevioux",1304.5,518,31,79.0,22000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Underworld: Awakening,"Action & Adventure, Horror, Science Fiction & Fantasy","Björn Stein, Måns Mårlind","John Hlavin, Allison Burnett, J. Michael Straczynski, Len Wiseman",1030.0,51,27,62.0,70000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]"
Undiscovered,"Comedy, Drama, Romance",Meiert Avis,John William Galt,0,146,8,48.0,9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Undisputed,"Action & Adventure, Drama",Walter Hill,"Walter Hill, David Giler",0,86,48,47.0,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Unfaithful,"Drama, Mystery & Suspense",Adrian Lyne,"Alvin Sargent, William Broyles",830.0,0,50,68.0,50000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
Unfinished Business,Comedy,Ken Scott (V),Steven Conrad,502.0,0,10,26.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
An Unfinished Life,Drama,Lasse Hallstrom,"Mark Spragg, Virginia Spragg",748.0,86,52,67.0,30000000,"[{""id"": 18, ""name"": ""Drama""}]"
Unfriended,"Horror, Mystery & Suspense",Levan Gabriadze,Nelson Greaves,0,35,62,37.0,1000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
United 93,"Action & Adventure, Drama",Paul Greengrass,Paul Greengrass,0,35,90,83.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]"
United Passions,Drama,Frédéric Auburtin,"Frédéric Auburtin, Jean-Paul Delfino",533.6666666666666,274,0,11.0,27000000,"[{""id"": 18, ""name"": ""Drama""}]"
Universal Soldier: The Return,"Action & Adventure, Science Fiction & Fantasy","Mic Rodgers, Mic Rogers","Christopher Leitch, Richard Rothstein, John Fasano, William Malone, Dean Devlin",643.0,21,5,24.0,45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Unknown,"Drama, Horror, Mystery & Suspense",Jaume Collet-Serra,"Oliver Butcher, Stephen Cornwell, Jaume Collet-Serra",902.0,8,55,55.0,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Unstoppable,"Action & Adventure, Drama, Mystery & Suspense",Tony Scott,Mark Bomback,544.5,0,86,72.0,100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
The Untouchables,"Action & Adventure, Drama",Brian DePalma,"David Mamet, Brian DePalma",630.0,20,82,89.0,25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]"
Up,"Action & Adventure, Animation, Comedy, Kids & Family","Pete Docter, Bob Peterson","Bob Peterson, Pete Docter, Tom McCarthy, Ronnie del Carmen",0,26,98,90.0,175000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]"
Up Close & Personal,"Drama, Romance",Jon Avnet,"Joan Didion, John Gregory Dunne",0,45,31,66.0,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Up in the Air,"Comedy, Drama, Romance",Jason Reitman,"Sheldon Turner, Jason Reitman",706.0,20,91,79.0,25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Upside of Anger,"Comedy, Drama, Romance",Mike Binder,Mike Binder,0,10,74,63.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Urban Legend,"Horror, Mystery & Suspense",Jamie Blanks,Silvio Horta,0,233,19,37.0,14000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Urban Legends: Final Cut,Horror,John Ottman,"Paul Harris Boardman, Scott Derrickson",609.0,21,9,20.0,14000000,"[{""id"": 27, ""name"": ""Horror""}]"
The Usual Suspects,"Drama, Mystery & Suspense",Bryan Singer,Christopher McQuarrie,598.0,131,89,96.0,6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
V for Vendetta,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",James McTeigue,"Lilly Wachowski, Lana Wachowski",703.5,8,72,90.0,54000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]"
Vacation,"Action & Adventure, Comedy","Jonathan M. Goldstein, John Francis Daley","John Francis Daley, Jonathan M. Goldstein",3001.5,8,27,45.0,31000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Valentine,"Horror, Mystery & Suspense",Jamie Blanks,"Donna Powers, Wayne Powers, Gretchen J. Berg, Aaron Harberts",793.5,8,11,33.0,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Valentine's Day,"Comedy, Romance",Garry Marshall,"Katherine Fugate, Abby Kohn, Marc Silverstein",567.5714285714286,529,18,47.0,52000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Valiant,"Animation, Comedy, Kids & Family",Gary Chapman,"Jordan Katz, George Webster, George Melrod",566.3333333333334,5,32,29.0,35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]"
Valkyrie,"Drama, Mystery & Suspense",Bryan Singer,"Christopher McQuarrie, Nathan Alexander",1043.0,25,62,65.0,75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
Vampire in Brooklyn,"Comedy, Horror",Wes Craven,"Charlie Murphy, Chris Parker",592.0,74,10,31.0,14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]"
Cirque du Freak: The Vampire's Assistant,"Action & Adventure, Horror, Kids & Family, Science Fiction & Fantasy",Paul Weitz,"Paul Weitz, Brian Helgeland",586.6666666666666,35,38,42.0,40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Vampires Suck,Comedy,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",0,0,4,29.0,20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
Vamps,"Comedy, Romance",Amy Heckerling,Amy Heckerling,695.5,14,56,33.0,16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]"
Vanilla Sky,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Cameron Crowe,"Alejandro Amenábar, Mateo Gil, Cameron Crowe",1026.5,20,42,72.0,68000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Vanity Fair,"Action & Adventure, Comedy, Drama, Romance",Mira Nair,"Julian Fellows, Mark Skeet, Matthew Faulk, Julian Fellowes",522.0,50,51,50.0,23000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Vantage Point,"Action & Adventure, Drama, Mystery & Suspense",Pete Travis,"Barry L. Levy, Barry Levy",885.3333333333334,110,34,57.0,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Varsity Blues,Drama,Brian Robbins,W. Peter Iliff,646.0,20,41,76.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Veer-Zaara,"Art House & International, Musical & Performing Arts, Romance",Yash Chopra,Aditya Chopra,0,530,92,88.0,7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Velvet Goldmine,"Drama, Musical & Performing Arts",Todd Haynes,Todd Haynes,643.3333333333334,23,57,80.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Vera Drake,Drama,Mike Leigh,Mike Leigh,509.0,10,92,84.0,11000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
The Verdict,Drama,Sidney Lumet,David Mamet,601.5,67,90,88.0,16000000,"[{""id"": 18, ""name"": ""Drama""}]"
Veronica Guerin,"Art House & International, Drama",Joel Schumacher,"Mary Agnes Donoghue, Carol Doyle",709.5,118,53,70.0,17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Vertical Limit,"Action & Adventure, Drama",Martin Campbell,"Robert King, Terry Hayes",538.5,2,48,41.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
Very Bad Things,Comedy,Peter Berg,Peter Berg,612.0,531,43,58.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
A Very Harold & Kumar Christmas,Comedy,Todd Strauss-Schulson,"Jon Hurwitz, Hayden Schlossberg",537.5,8,68,59.0,19000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Vicky Cristina Barcelona,"Comedy, Drama, Romance",Woody Allen,Woody Allen,1341.5,170,81,74.0,15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Victor Frankenstein,Drama,Paul McGuigan,"Max Landis, Mary Shelley",624.5,0,26,35.0,40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Videodrome,"Horror, Science Fiction & Fantasy",David Cronenberg,David Cronenberg,0,35,80,80.0,5952000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]"
A View to a Kill,"Action & Adventure, Mystery & Suspense",John Glen,"Richard Maibaum, Michael G. Wilson",497.0,359,36,40.0,30000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
The Village,"Drama, Mystery & Suspense, Science Fiction & Fantasy",M. Night Shyamalan,M. Night Shyamalan,690.0,5,44,57.0,60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Virgin Suicides,Drama,Sofia Coppola,Sofia Coppola,778.0,20,76,81.0,6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Volver,"Art House & International, Comedy, Drama",Pedro Almodóvar,Pedro Almodóvar,0,1,91,89.0,12899867,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
W.,Drama,Oliver Stone,"Stanley Weiser, Stanley G. Weiser, Oliver Stone",621.5,29,58,42.0,25100000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
The Wackness,"Comedy, Drama",Jonathan Levine,Jonathan Levine,466.0,1,70,72.0,6000000,"[{""id"": 18, ""name"": ""Drama""}]"
Wag the Dog,Comedy,Barry Levinson,"Hilary Henkin, David Mamet",566.75,10,85,76.0,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Wah-Wah,"Art House & International, Comedy, Drama",Richard E. Grant,Richard E. Grant,566.5,166,53,63.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Waiting for Guffman,Comedy,Christopher Guest,"Christopher Guest, Eugene Levy, Eugene Levey",0,1,91,91.0,0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]"
Waitress,"Comedy, Drama, Romance",Adrienne Shelly,Adrienne Shelly,578.0,89,90,74.0,2000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Walk Hard: The Dewey Cox Story,Comedy,Jake Kasdan,"Judd Apatow, Jake Kasdan",626.25,193,74,57.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]"
A Walk on the Moon,"Drama, Romance",Tony Goldwyn,Pamela Gray (II),627.5,23,72,71.0,14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Walk the Line,Drama,James Mangold,"James Mangold, Gill Dennis",598.0,0,83,90.0,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
A Walk to Remember,"Drama, Romance",Adam Shankman,Karen Janszen,548.0,8,27,78.0,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Walking and Talking,"Comedy, Drama, Romance",Nicole Holofcener,Nicole Holofcener,0,23,88,70.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Walking Tall,"Action & Adventure, Drama",Kevin Bray,"David Klass, Channing Gibson, David Levien, Brian Koppelman",1568.0,25,26,60.0,56000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Walking With Dinosaurs,"Documentary, Kids & Family","Neil Nightingale, Pierre De Lespinios, Barry Cook","John Collee, Theodore Thomas",584.0,0,23,41.0,80000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]"
Wall Street,Drama,Oliver Stone,"Oliver Stone, Stanley Weiser, Stanley G. Weiser",516.0,0,78,81.0,15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Wall Street: Money Never Sleeps,Drama,Oliver Stone,"Allan Loeb, Stephen Schiff",622.3333333333334,0,55,44.0,70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
Walter,"Comedy, Drama",Anna Mastro,Paul Shoulberg,0,248,54,49.0,700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
Wanderlust,Comedy,David Wain,"Ken Marino, David Wain",665.0,35,59,39.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
War Horse,"Action & Adventure, Drama",Steven Spielberg,"Richard Curtis, Lee Hall",518.0,26,75,74.0,66000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]"
"War, Inc.","Action & Adventure, Comedy, Drama",Joshua Seftel,"Mark Leyner, John Cusack, Jeremy Pikser",0,231,30,38.0,5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
War of the Worlds,"Action & Adventure, Science Fiction & Fantasy",Steven Spielberg,"Josh Friedman, David Koepp",989.25,20,75,42.0,132000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Warcraft,"Action & Adventure, Science Fiction & Fantasy",Duncan Jones,"Charles Leavitt, Duncan Jones",712.0,35,28,77.0,160000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]"
Warlock,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",Steve Miner,David Twohy,0,122,53,47.0,7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]"
Warm Bodies,Comedy,Jonathan Levine,Jonathan Levine,640.0,3,81,73.0,35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
Wasabi,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",Gérard Krawczyk,Luc Besson,0,2,43,69.0,15300000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
The Watcher,"Drama, Mystery & Suspense",Joe Charbanic,"Joe Charbanic, Darcy Meyers, Clay Ayers, David Elliot",667.5,35,10,29.0,33000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Watchmen,"Action & Adventure, Drama, Science Fiction & Fantasy",Zack Snyder,"Alex Tse, David Hayter",719.5,8,64,71.0,130000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Water,"Drama, Romance",Deepa Mehta,Deepa Mehta,0,89,90,90.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]"
Water for Elephants,Drama,Francis Lawrence,Richard LaGravenese,0,0,60,70.0,38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Waterboy,Comedy,Frank Coraci,"Tim Herlihy, Adam Sandler",817.5,45,35,71.0,23000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Waterworld,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Kevin Reynolds,"Peter Rader, David Twohy",727.0,75,45,43.0,175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]"
The Way of the Gun,"Drama, Mystery & Suspense",Christopher McQuarrie,Christopher McQuarrie,0,117,45,70.0,8500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Wayne's World,Comedy,Penelope Spheeris,"Mike Myers, Bonnie Turner",0,20,84,84.0,20000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]"
We Are Marshall,Drama,McG,Jamie Linden,729.0,8,48,79.0,65000000,"[{""id"": 18, ""name"": ""Drama""}]"
We Are Your Friends,Drama,Max Joseph,"Max Joseph, Meaghan Oppenheimer",516.0,532,38,42.0,6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
We Bought a Zoo,"Comedy, Drama",Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe",1324.0,0,64,71.0,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
We Need to Talk About Kevin,"Drama, Mystery & Suspense",Lynne Ramsay,"Lynne Ramsay, Rory Kinnear",506.0,54,75,78.0,7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
We Own the Night,"Action & Adventure, Drama",James Gray,James Gray,565.6666666666666,435,57,61.0,21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
We Were Soldiers,Drama,Randall Wallace,Randall Wallace,574.0,20,63,84.0,75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
The Weather Man,"Comedy, Drama","Phedon Papamichael, Gore Verbinski",Steven Conrad,726.0,20,59,56.0,20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
The Wedding Date,"Comedy, Drama, Romance",Clare Kilner,Dana Fox,960.0,35,11,67.0,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
The Wedding Planner,"Comedy, Romance",Adam Shankman,"Pamela Falk, Michael Ellis",873.0,2,16,59.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Weekend,"Action & Adventure, Drama",Andrew Haigh,Andrew Haigh,0,37,95,86.0,8000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Welcome Home Roscoe Jenkins,Comedy,Malcolm D. Lee,Malcolm D. Lee,496.5,35,23,63.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Welcome to Collinwood,"Comedy, Drama","Anthony Russo, Joe Russo",Joseph Russo,706.0,119,55,56.0,1200000,"[{""id"": 35, ""name"": ""Comedy""}]"
Welcome to Mooseport,Comedy,Donald Petrie,"Doug Richardson, Tom Schulman",0,0,13,19.0,30000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Welcome to the Dollhouse,"Comedy, Drama",Todd Solondz,Todd Solondz,0,1,90,86.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Welcome to the Rileys,Drama,Jake Scott,Ken Hixon,689.0,533,54,58.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Wendy and Lucy,Drama,Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt",528.0,54,85,67.0,200000,"[{""id"": 18, ""name"": ""Drama""}]"
West Side Story,"Drama, Musical & Performing Arts, Romance","Robert Wise, Jerome Robbins",Ernest Lehman,0,140,93,84.0,6000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
Whale Rider,"Drama, Romance",Niki Caro,Niki Caro,537.0,22,91,88.0,8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
What a Girl Wants,"Comedy, Drama, Romance",Dennie Gordon,"William Douglas-Home, Jenny Bicks, Elizabeth Chandler",792.0,8,35,62.0,0,"[{""id"": 35, ""name"": ""Comedy""}]"
What Dreams May Come,"Drama, Science Fiction & Fantasy, Romance",Vincent Ward,Ronald Bass,1139.0,534,54,84.0,85000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]"
What Lies Beneath,"Drama, Horror, Mystery & Suspense",Robert Zemeckis,"Clark Gregg, Sarah Kernochan",676.0,87,46,58.0,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
